Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend
JINDALSTEL,EQ,2018-03-13,230.4,230.65,236.1,227.15,230.0,229.9,231.23,9704491,2244012147.15,50898,630184,6.49,3,2018,183.76372635448223,-0.0021701388888888395,Slight or No change
JINDALSTEL,EQ,2018-03-14,229.9,227.3,232.8,227.2,230.35,230.25,230.23,6233404,1435106191.15,30954,655352,10.51,3,2018,183.90228524284052,0.0015224010439320868,Slight or No change
JINDALSTEL,EQ,2018-03-15,230.25,230.3,234.0,229.0,230.0,230.7,231.25,6442807,1489876753.85,36703,1411519,21.91,3,2018,184.04601551341258,0.00195439739413672,Slight or No change
JINDALSTEL,EQ,2018-03-16,230.7,230.0,232.2,224.05,226.2,226.2,227.85,7506230,1710324957.85,45107,1789007,23.83,3,2018,184.1963150823223,-0.01950585175552666,Slight or No change
JINDALSTEL,EQ,2018-03-19,226.2,227.0,227.3,217.8,221.5,220.95,221.0,8793211,1943267436.4,54246,1678570,19.09,3,2018,184.349189716429,-0.023209549071617985,Slight or No change
JINDALSTEL,EQ,2018-03-20,220.95,217.9,236.2,217.6,233.5,233.55,230.24,21033261,4842752637.7,111144,3294753,15.66,3,2018,184.83388225110068,0.05702647657841142,Slight or No change
JINDALSTEL,EQ,2018-03-21,233.55,234.75,236.2,229.3,230.0,230.6,232.18,10401329,2414975466.9,60678,2199070,21.14,3,2018,185.0557579696235,-0.012631128238064782,Slight or No change
JINDALSTEL,EQ,2018-03-22,230.6,231.7,231.7,223.05,223.5,224.9,227.66,7558038,1720697215.15,38583,709076,9.38,3,2018,185.1956278725098,-0.024718126626192438,Slight or No change
JINDALSTEL,EQ,2018-03-23,224.9,218.0,218.7,205.2,212.85,213.75,211.55,19683008,4163977784.55,90087,2855795,14.51,3,2018,185.45430702900393,-0.04957759004001783,Slight or No change
JINDALSTEL,EQ,2018-03-26,213.75,214.95,219.9,209.65,217.6,216.95,214.52,11094083,2379849086.25,60717,1130828,10.19,3,2018,185.61430999195727,0.014970760233917968,Slight or No change
JINDALSTEL,EQ,2018-03-27,216.95,221.85,233.0,220.15,229.6,229.75,227.41,15430010,3509012517.95,92940,1996810,12.94,3,2018,185.9239690545362,0.05899976953215025,Slight or No change
JINDALSTEL,EQ,2018-03-28,229.75,226.65,226.9,217.5,218.0,219.1,222.64,9513723,2118177716.65,48950,1957510,20.58,3,2018,186.06686763892824,-0.046354733405875925,Slight or No change
JINDALSTEL,EQ,2018-04-02,219.1,221.6,226.95,218.55,224.2,225.0,223.12,7671856,1711741039.7,39075,803199,10.47,4,2018,186.2016294768692,0.026928343222272888,Slight or No change
JINDALSTEL,EQ,2018-04-03,225.0,222.0,230.4,222.0,230.0,229.4,227.21,8768416,1992249622.4,45869,782176,8.92,4,2018,186.37185352754608,0.019555555555555548,Slight or No change
JINDALSTEL,EQ,2018-04-04,229.4,231.9,233.75,218.0,218.45,219.6,227.11,11028147,2504581471.2,55655,2130097,19.32,4,2018,186.53572147234536,-0.042720139494333065,Slight or No change
JINDALSTEL,EQ,2018-04-05,219.6,224.95,237.35,224.85,235.15,235.9,232.91,16750562,3901453390.2,86657,2098224,12.53,4,2018,186.90273876915828,0.07422586520947183,Slight or No change
JINDALSTEL,EQ,2018-04-06,235.9,235.0,241.8,233.15,240.4,240.05,238.09,15129804,3602187303.95,90213,3023560,19.98,4,2018,187.25726779409464,0.017592200084781684,Slight or No change
JINDALSTEL,EQ,2018-04-09,240.05,243.0,244.45,240.85,243.0,242.9,242.89,9295906,2257893623.2,58017,2432156,26.16,4,2018,187.48439096295212,0.011872526556967244,Slight or No change
JINDALSTEL,EQ,2018-04-10,242.9,246.0,247.25,242.7,244.2,244.9,245.23,8406808,2061632442.85,43618,2040576,24.27,4,2018,187.69555607425184,0.008233841086866978,Slight or No change
JINDALSTEL,EQ,2018-04-11,244.9,247.45,250.8,245.85,247.4,247.8,248.31,9287590,2306159032.5,54826,1442634,15.53,4,2018,187.93878187743462,0.011841567986933477,Slight or No change
JINDALSTEL,EQ,2018-04-12,247.8,246.8,247.05,242.0,244.0,243.75,244.28,6181008,1509907887.6,32233,1382943,22.37,4,2018,188.08868572838657,-0.016343825665859568,Slight or No change
JINDALSTEL,EQ,2018-04-13,243.75,245.0,253.0,244.0,251.8,251.15,249.46,10828596,2701276658.4,58563,1870758,17.28,4,2018,188.3840298827612,0.030358974358974278,Slight or No change
JINDALSTEL,EQ,2018-04-16,251.15,251.0,256.8,249.35,253.6,254.2,254.26,7505413,1908302539.2,42649,677928,9.03,4,2018,188.59698672267993,0.012144136969938213,Slight or No change
JINDALSTEL,EQ,2018-04-17,254.2,255.5,256.7,250.6,251.8,251.85,253.15,5240700,1326679653.95,29112,795031,15.17,4,2018,188.73957247556532,-0.009244689221085789,Slight or No change
JINDALSTEL,EQ,2018-04-18,251.85,252.5,253.25,248.45,250.65,249.9,250.37,4978526,1246477782.0,41410,967437,19.43,4,2018,188.87026413849475,-0.007742703990470501,Slight or No change
JINDALSTEL,EQ,2018-04-19,249.9,252.0,263.75,250.55,259.4,260.05,259.28,11571363,3000266088.45,75827,2060520,17.81,4,2018,189.22203984507482,0.04061624649859952,Slight or No change
JINDALSTEL,EQ,2018-04-20,260.05,258.0,258.45,248.5,252.05,251.7,252.14,8233307,2075908573.15,45748,2073446,25.18,4,2018,189.4409680053685,-0.03210920976735254,Slight or No change
JINDALSTEL,EQ,2018-04-23,251.7,251.85,253.75,248.65,249.45,249.9,251.04,4013681,1007597235.7,24233,730584,18.2,4,2018,189.5440691012555,-0.007151370679380098,Slight or No change
JINDALSTEL,EQ,2018-04-24,249.9,246.2,254.4,243.1,254.0,253.4,248.64,5844291,1453138213.8,35552,701104,12.0,4,2018,189.70223587645594,0.014005602240896309,Slight or No change
JINDALSTEL,EQ,2018-04-25,253.4,251.5,254.05,247.15,247.9,248.5,249.9,5139181,1284262291.2,35348,1382469,26.9,4,2018,189.83002444585574,-0.01933701657458564,Slight or No change
JINDALSTEL,EQ,2018-04-26,248.5,250.25,252.55,246.3,252.0,251.6,249.39,3976406,991676685.05,22662,1046538,26.32,4,2018,189.9337237226627,0.01247484909456742,Slight or No change
JINDALSTEL,EQ,2018-04-27,251.6,253.0,256.8,250.0,252.7,253.6,253.46,5690205,1442259458.0,27353,1463874,25.73,4,2018,190.08630556904905,0.007949125596184325,Slight or No change
JINDALSTEL,EQ,2018-04-30,253.6,255.0,258.65,251.2,251.5,252.1,254.88,5093833,1298309395.15,29056,1687877,33.14,4,2018,190.2190655158308,-0.005914826498422676,Slight or No change
JINDALSTEL,EQ,2018-05-02,252.1,252.45,253.25,236.2,237.8,238.45,243.23,6196261,1507121406.3,34595,1385419,22.36,5,2018,190.34433943012596,-0.05414518048393502,Slight or No change
JINDALSTEL,EQ,2018-05-03,238.45,237.95,242.4,234.05,240.3,240.3,239.43,6978096,1670742329.1,36618,1293188,18.53,5,2018,190.4900390468345,0.007758439924512528,Slight or No change
JINDALSTEL,EQ,2018-05-04,240.3,241.3,245.0,238.1,240.65,240.65,241.33,4939043,1191933149.7,33775,555925,11.26,5,2018,190.59337255081329,0.0014565126924677152,Slight or No change
JINDALSTEL,EQ,2018-05-07,240.65,241.95,257.4,241.8,255.75,256.3,252.2,9919317,2501688209.05,67806,1634022,16.47,5,2018,190.8641041703899,0.06503220444629121,Slight or No change
JINDALSTEL,EQ,2018-05-08,256.3,258.2,261.75,253.0,257.0,257.6,257.68,8619764,2221166174.8,63303,1914037,22.21,5,2018,191.102199398827,0.005072181037846235,Slight or No change
JINDALSTEL,EQ,2018-05-09,257.6,257.7,265.0,256.7,262.0,261.8,262.17,10680166,2800066684.0,80097,3162320,29.61,5,2018,191.41334534661505,0.016304347826086918,Slight or No change
JINDALSTEL,EQ,2018-05-10,261.8,259.0,261.6,240.2,245.85,244.7,247.51,23532992,5824689718.9,152611,5562345,23.64,5,2018,191.92512685326344,-0.06531703590527127,Slight or No change
JINDALSTEL,EQ,2018-05-11,244.7,247.0,260.25,246.8,255.7,256.4,254.63,11966747,3047138095.5,83083,1786793,14.93,5,2018,192.23848407709883,0.04781364936657129,Slight or No change
JINDALSTEL,EQ,2018-05-14,256.4,255.45,262.15,253.05,258.85,259.45,259.17,5653115,1465119591.35,38908,693169,12.26,5,2018,192.3924443401197,0.01189547581903283,Slight or No change
JINDALSTEL,EQ,2018-05-15,259.45,258.0,263.95,250.45,252.4,252.25,257.98,8156690,2104297163.9,51043,1511900,18.54,5,2018,192.5896307713687,-0.02775101175563688,Slight or No change
JINDALSTEL,EQ,2018-05-16,252.25,251.2,255.9,245.65,255.1,254.05,252.18,5662121,1427862059.85,34640,480807,8.49,5,2018,192.72985607967556,0.0071357779980179,Slight or No change
JINDALSTEL,EQ,2018-05-17,254.05,257.4,259.65,250.15,255.9,256.45,254.95,5751945,1466482003.75,40167,686337,11.93,5,2018,192.87720200938568,0.009446959259988175,Slight or No change
JINDALSTEL,EQ,2018-05-18,256.45,255.95,257.9,243.35,246.85,245.95,249.59,7366170,1838530034.7,59131,1877213,25.48,5,2018,193.033904608132,-0.04094365373367126,Slight or No change
JINDALSTEL,EQ,2018-05-21,245.95,245.5,248.35,237.35,239.7,239.85,241.39,5312798,1282466996.25,34284,820013,15.43,5,2018,193.13338949403547,-0.024801788981500317,Slight or No change
JINDALSTEL,EQ,2018-05-22,239.85,239.0,242.55,234.75,240.9,240.35,239.6,6175608,1479670605.15,41666,1013915,16.42,5,2018,193.24973288143715,0.0020846362309776545,Slight or No change
JINDALSTEL,EQ,2018-05-23,240.35,239.4,242.0,225.0,226.0,226.15,232.4,9905568,2302023204.5,59552,2140312,21.61,5,2018,193.37925171290613,-0.05908050759309336,Slight or No change
JINDALSTEL,EQ,2018-05-24,226.15,226.3,230.5,222.3,229.8,227.65,226.44,7781302,1761971640.3,44528,812908,10.45,5,2018,193.48490645519328,0.00663276586336492,Slight or No change
JINDALSTEL,EQ,2018-05-25,227.65,230.0,237.2,228.2,235.6,235.65,233.34,7286271,1700213630.95,47798,1154010,15.84,5,2018,193.6062787615917,0.0351416648363716,Slight or No change
JINDALSTEL,EQ,2018-05-28,235.65,237.95,242.5,235.1,236.4,236.95,239.56,4896790,1173051021.8,42275,602721,12.31,5,2018,193.68996606073443,0.005516656057712677,Slight or No change
JINDALSTEL,EQ,2018-05-29,236.95,235.0,239.8,231.25,234.15,234.3,235.74,4742204,1117928795.3,30052,340960,7.19,5,2018,193.76575819979922,-0.011183794049377416,Slight or No change
JINDALSTEL,EQ,2018-05-30,234.3,230.1,236.4,230.1,233.8,234.0,233.87,4059401,949373747.1,28463,655415,16.15,5,2018,193.82993455862504,-0.001280409731113985,Slight or No change
JINDALSTEL,EQ,2018-05-31,234.0,235.95,236.5,227.3,228.95,229.55,231.53,6193783,1434037940.35,40965,1616389,26.1,5,2018,193.91665667241182,-0.01901709401709395,Slight or No change
JINDALSTEL,EQ,2018-06-01,229.55,228.8,236.0,224.85,226.55,226.6,229.9,6707926,1542165098.3,45097,773916,11.54,6,2018,194.00236755060143,-0.012851230668699754,Slight or No change
JINDALSTEL,EQ,2018-06-04,226.6,229.3,232.5,225.2,229.5,229.95,228.97,6009025,1375902280.6,45515,732038,12.18,6,2018,194.0866188192045,0.01478375992939096,Slight or No change
JINDALSTEL,EQ,2018-06-05,229.95,229.35,230.45,221.6,229.8,228.35,225.99,5634007,1273245593.05,38102,603846,10.72,6,2018,194.16174588913697,-0.006958034355294629,Slight or No change
JINDALSTEL,EQ,2018-06-06,228.35,229.8,237.4,226.9,237.0,234.9,232.27,6708647,1558202533.3,53046,1238170,18.46,6,2018,194.26783084482102,0.02868403766148453,Slight or No change
JINDALSTEL,EQ,2018-06-07,234.9,237.0,247.35,237.0,243.75,244.55,244.2,8735726,2133256889.75,55217,1394967,15.97,6,2018,194.43775663372884,0.0410813111962538,Slight or No change
JINDALSTEL,EQ,2018-06-08,244.55,241.65,244.9,238.25,241.1,240.95,241.19,4174159,1006747375.1,26391,414198,9.92,6,2018,194.51274291795568,-0.014720915968104764,Slight or No change
JINDALSTEL,EQ,2018-06-11,240.95,242.2,245.25,241.0,241.15,241.85,242.98,3018819,733518502.45,26766,714523,23.67,6,2018,194.56787185886589,0.0037352147748495046,Slight or No change
JINDALSTEL,EQ,2018-06-12,241.85,241.5,247.95,238.1,247.2,246.7,243.93,5556963,1355536883.9,51209,569535,10.25,6,2018,194.67939177031045,0.02005375232582174,Slight or No change
JINDALSTEL,EQ,2018-06-13,246.7,247.2,249.35,244.3,246.1,245.9,246.72,3517744,867907369.7,27614,621008,17.65,6,2018,194.7486594607707,-0.0032428050263477726,Slight or No change
JINDALSTEL,EQ,2018-06-14,245.9,246.0,250.9,242.8,243.0,243.6,245.82,4974089,1222728099.95,44987,1135510,22.83,6,2018,194.8418951346402,-0.0093533956893046,Slight or No change
JINDALSTEL,EQ,2018-06-15,243.6,243.8,244.7,231.15,233.45,234.0,236.93,6764385,1602672749.45,44655,1093028,16.16,6,2018,194.94326673671569,-0.039408866995073843,Slight or No change
JINDALSTEL,EQ,2018-06-18,234.0,232.5,233.45,224.35,228.95,229.55,228.06,6292763,1435120948.25,55422,625668,9.94,6,2018,195.02640934816407,-0.01901709401709395,Slight or No change
JINDALSTEL,EQ,2018-06-19,229.55,227.0,232.3,218.15,222.25,222.35,223.99,9624075,2155744195.2,68959,1326766,13.79,6,2018,195.12643827817814,-0.031365715530385585,Slight or No change
JINDALSTEL,EQ,2018-06-20,222.35,224.1,232.05,222.25,229.85,230.4,226.99,7411278,1682295324.3,60254,1161893,15.68,6,2018,195.22560104672172,0.036204182595007905,Slight or No change
JINDALSTEL,EQ,2018-06-21,230.4,231.45,231.45,224.35,225.25,225.15,227.51,6496163,1477924698.1,40025,694810,10.7,6,2018,195.2991573227724,-0.02278645833333337,Slight or No change
JINDALSTEL,EQ,2018-06-22,225.15,226.0,231.9,223.4,230.05,230.9,228.2,6886797,1571568677.1,54966,1555340,22.58,6,2018,195.3916877773723,0.025538529868976312,Slight or No change
JINDALSTEL,EQ,2018-06-25,230.9,228.95,232.35,225.2,225.9,226.05,228.66,3881913,887642362.2,28234,603889,15.56,6,2018,195.4365380801001,-0.021004763967085283,Slight or No change
JINDALSTEL,EQ,2018-06-26,226.05,225.0,226.65,220.1,224.0,223.3,223.69,4419600,988629193.35,28152,380270,8.6,6,2018,195.48286854369513,-0.012165450121654486,Slight or No change
JINDALSTEL,EQ,2018-06-27,223.3,224.25,225.5,210.2,212.0,213.1,217.39,6208538,1349662332.6,41858,1271597,20.48,6,2018,195.5239229614626,-0.045678459471563015,Slight or No change
JINDALSTEL,EQ,2018-06-28,213.1,212.1,215.7,208.55,210.35,209.9,211.93,5816291,1232635450.35,37777,1240803,21.33,6,2018,195.5552395744383,-0.01501642421398397,Slight or No change
JINDALSTEL,EQ,2018-06-29,209.9,212.0,226.2,212.0,222.6,223.05,219.7,7614771,1672933356.8,56985,1273243,16.72,6,2018,195.6334308362192,0.06264888041924732,Slight or No change
JINDALSTEL,EQ,2018-07-02,223.05,223.0,223.15,203.15,205.7,206.95,210.08,16930391,3556765335.6,100046,2329783,13.76,7,2018,195.7045351313521,-0.07218112530822696,Slight or No change
JINDALSTEL,EQ,2018-07-03,206.95,205.7,212.9,205.55,209.5,208.65,209.8,10071955,2113057632.5,74443,1229138,12.2,7,2018,195.75274380345513,0.008214544575984695,Slight or No change
JINDALSTEL,EQ,2018-07-04,208.65,209.9,217.9,206.5,214.6,216.45,212.83,11075743,2357278849.15,77155,1190883,10.75,7,2018,195.83715586968515,0.03738317757009346,Slight or No change
JINDALSTEL,EQ,2018-07-05,216.45,214.95,214.95,210.1,212.5,211.85,212.18,5707784,1211060843.1,38311,996371,17.46,7,2018,195.87074069237323,-0.02125202125202119,Slight or No change
JINDALSTEL,EQ,2018-07-06,211.85,210.0,221.65,208.5,214.85,215.65,216.64,8877198,1923149596.05,57717,790485,8.9,7,2018,195.9350507094355,0.017937219730941756,Slight or No change
JINDALSTEL,EQ,2018-07-09,215.65,218.05,224.4,218.05,220.7,221.25,221.88,7647949,1696927834.95,54381,1004700,13.14,7,2018,196.00576381517763,0.02596800370971475,Slight or No change
JINDALSTEL,EQ,2018-07-10,221.25,222.9,229.3,221.05,227.1,226.85,226.28,8438858,1909547007.85,48957,1053481,12.48,7,2018,196.10053996022864,0.025310734463276807,Slight or No change
JINDALSTEL,EQ,2018-07-11,226.85,225.1,225.1,215.6,218.1,217.75,219.59,7677024,1685795355.1,42042,1117221,14.55,7,2018,196.16088881074523,-0.04011461318051579,Slight or No change
JINDALSTEL,EQ,2018-07-12,217.75,220.95,227.5,217.7,220.25,218.9,222.27,9370250,2082758948.75,60990,1195239,12.76,7,2018,196.23799310749092,0.005281285878300901,Slight or No change
JINDALSTEL,EQ,2018-07-13,218.9,221.5,222.9,199.2,207.0,206.1,207.31,24442380,5067098980.55,141638,3013078,12.33,7,2018,196.32445769387056,-0.0584741891274555,Slight or No change
JINDALSTEL,EQ,2018-07-16,206.1,206.9,206.9,193.25,195.6,196.0,197.93,13866732,2744623884.2,98264,3412342,24.61,7,2018,196.32285183690925,-0.049005337214944156,Slight or No change
JINDALSTEL,EQ,2018-07-17,196.0,196.5,203.0,190.35,198.25,199.0,198.32,13688755,2714727778.25,87063,2141574,15.64,7,2018,196.33586833904425,0.015306122448979664,Slight or No change
JINDALSTEL,EQ,2018-07-18,199.0,201.05,202.25,184.6,184.6,186.2,191.82,10116593,1940535078.2,64793,1276909,12.62,7,2018,196.29957763228413,-0.06432160804020104,Slight or No change
JINDALSTEL,EQ,2018-07-19,186.2,186.0,192.35,177.25,181.95,182.75,184.35,22434972,4135867653.75,124533,3611524,16.1,7,2018,196.19284019899237,-0.018528464017185775,Slight or No change
JINDALSTEL,EQ,2018-07-20,182.75,183.0,186.15,180.05,183.4,183.4,183.13,9132609,1672487458.65,62822,601839,6.59,7,2018,196.15194833810796,0.003556771545827564,Slight or No change
JINDALSTEL,EQ,2018-07-23,183.4,185.4,189.0,178.5,186.9,187.45,183.99,10389935,1911600679.6,64425,2149191,20.69,7,2018,196.12041805256095,0.022082878953107787,Slight or No change
JINDALSTEL,EQ,2018-07-24,187.45,188.9,197.6,186.75,196.3,195.9,193.67,10314688,1997650411.25,71494,1746706,16.93,7,2018,196.11962802466942,0.045078687650040195,Slight or No change
JINDALSTEL,EQ,2018-07-25,195.9,200.0,207.2,197.45,199.55,200.25,203.19,17124209,3479420026.6,102379,2621530,15.31,7,2018,196.1440602071695,0.022205206738131755,Slight or No change
JINDALSTEL,EQ,2018-07-26,200.25,201.5,202.3,194.3,194.9,195.25,197.67,7511230,1484773234.35,42678,1342658,17.88,7,2018,196.14174646460808,-0.024968789013732784,Slight or No change
JINDALSTEL,EQ,2018-07-27,195.25,196.5,205.0,196.1,203.4,203.7,201.6,12125446,2444473442.2,56928,2485827,20.5,7,2018,196.17319104645907,0.04327784891165165,Slight or No change
JINDALSTEL,EQ,2018-07-30,203.7,203.75,206.4,200.3,202.4,202.75,203.07,5838942,1185705829.1,41875,457285,7.83,7,2018,196.18634047418587,-0.004663721158566503,Slight or No change
JINDALSTEL,EQ,2018-07-31,202.75,202.8,206.65,200.25,204.4,205.45,204.14,9106748,1859088214.85,79735,1649829,18.12,7,2018,196.21513773674502,0.013316892725030671,Slight or No change
JINDALSTEL,EQ,2018-08-01,205.45,207.6,211.0,200.1,200.65,201.7,204.96,9789708,2006487900.2,62443,1986588,20.29,8,2018,196.23340577358945,-0.01825261620832319,Slight or No change
JINDALSTEL,EQ,2018-08-02,201.7,200.7,205.9,196.15,199.9,201.4,201.89,10522290,2124392698.55,65529,913365,8.68,8,2018,196.25183550884057,-0.0014873574615764662,Slight or No change
JINDALSTEL,EQ,2018-08-03,201.4,202.5,206.85,201.1,202.75,203.05,203.73,5879126,1197737393.65,38996,641803,10.92,8,2018,196.26535761074732,0.00819265143992065,Slight or No change
JINDALSTEL,EQ,2018-08-06,203.05,204.45,209.35,204.4,207.6,207.15,207.22,5925649,1227923610.1,38322,929052,15.68,8,2018,196.2871357135999,0.020192070918492844,Slight or No change
JINDALSTEL,EQ,2018-08-07,207.15,208.7,215.65,205.1,215.25,214.6,211.08,11614733,2451605457.0,65709,1458181,12.55,8,2018,196.358673517472,0.03596427709389327,Slight or No change
JINDALSTEL,EQ,2018-08-08,214.6,216.0,219.0,214.2,217.8,217.1,217.02,7979773,1731774286.05,50045,727288,9.11,8,2018,196.41419143080287,0.011649580615097799,Slight or No change
JINDALSTEL,EQ,2018-08-09,217.1,218.7,224.9,214.15,215.65,216.95,219.54,10555566,2317319614.95,71264,1695236,16.06,8,2018,196.48664577291794,-0.0006909258406264662,Slight or No change
JINDALSTEL,EQ,2018-08-10,216.95,218.8,222.0,202.5,202.8,203.55,210.47,15824017,3330519872.25,103694,3279409,20.72,8,2018,196.52380851973143,-0.06176538372896967,Slight or No change
JINDALSTEL,EQ,2018-08-13,203.55,200.2,205.2,196.4,199.4,199.85,201.36,8780954,1768130688.5,57621,929105,10.58,8,2018,196.53349136325747,-0.01817735200196524,Slight or No change
JINDALSTEL,EQ,2018-08-14,199.85,201.3,203.15,196.65,198.8,199.5,199.75,6870229,1372333019.7,45212,807187,11.75,8,2018,196.54023264926983,-0.0017513134851138146,Slight or No change
JINDALSTEL,EQ,2018-08-16,199.5,194.0,196.6,189.5,192.05,191.85,193.22,8238019,1591773056.85,58968,970590,11.78,8,2018,196.527487019381,-0.03834586466165413,Slight or No change
JINDALSTEL,EQ,2018-08-17,191.85,194.45,199.85,194.15,199.4,198.8,197.45,7766094,1533434932.25,62395,1276923,16.44,8,2018,196.5332938878232,0.036226218399791676,Slight or No change
JINDALSTEL,EQ,2018-08-20,198.8,200.65,206.8,197.3,204.2,205.3,202.32,10829798,2191082581.65,69316,3013096,27.82,8,2018,196.5644214422541,0.032696177062374154,Slight or No change
JINDALSTEL,EQ,2018-08-21,205.3,206.25,207.85,202.55,205.2,205.75,205.76,7391569,1520892947.15,48811,890236,12.04,8,2018,196.58662794423924,0.002191914271797213,Slight or No change
JINDALSTEL,EQ,2018-08-23,205.75,205.1,206.8,198.75,200.2,200.25,201.77,5689097,1147869777.4,33345,744477,13.09,8,2018,196.59343178311684,-0.026731470230862753,Slight or No change
JINDALSTEL,EQ,2018-08-24,200.25,198.25,203.15,196.55,201.7,202.35,200.99,7236361,1454412752.8,47974,612220,8.46,8,2018,196.6069989377375,0.01048689138576786,Slight or No change
JINDALSTEL,EQ,2018-08-27,202.35,204.95,210.0,204.1,207.0,207.2,207.79,6552984,1361630479.55,44925,996616,15.21,8,2018,196.6295588348943,0.02396837163330856,Slight or No change
JINDALSTEL,EQ,2018-08-28,207.2,209.05,209.7,204.3,208.35,208.85,207.75,6528852,1356383510.65,45415,955089,14.63,8,2018,196.65543394261985,0.007963320463320489,Slight or No change
JINDALSTEL,EQ,2018-08-29,208.85,207.9,222.0,207.0,217.0,217.55,217.56,16726751,3639149998.3,105819,2092622,12.51,8,2018,196.76816767519546,0.041656691405314916,Slight or No change
JINDALSTEL,EQ,2018-08-30,217.55,218.0,227.75,215.5,223.3,222.75,223.0,15699877,3501056468.15,106335,2652722,16.9,8,2018,196.8990801970209,0.02390255113766937,Slight or No change
JINDALSTEL,EQ,2018-08-31,222.75,221.9,225.4,217.25,219.95,220.75,221.11,10164880,2247593904.2,71791,2207537,21.72,8,2018,196.97663488940523,-0.008978675645342271,Slight or No change
JINDALSTEL,EQ,2018-09-03,220.75,221.0,224.5,219.3,220.25,220.55,222.0,7310760,1622957072.95,40331,695156,9.51,9,2018,197.03163585687835,-0.0009060022650055899,Slight or No change
JINDALSTEL,EQ,2018-09-04,220.55,221.6,223.0,209.1,209.65,210.25,213.0,10609823,2259869808.2,62042,1288333,12.14,9,2018,197.0762429587066,-0.04670142824756296,Slight or No change
JINDALSTEL,EQ,2018-09-05,210.25,209.75,212.8,203.05,211.7,211.8,208.69,10287526,2146868983.7,61379,1103837,10.73,9,2018,197.1242637157022,0.00737217598097506,Slight or No change
JINDALSTEL,EQ,2018-09-06,211.8,212.95,215.9,210.2,211.4,211.9,212.79,6238449,1327495682.7,34926,439723,7.05,9,2018,197.1534290586199,0.00047214353163349543,Slight or No change
JINDALSTEL,EQ,2018-09-07,211.9,212.4,221.0,208.75,220.75,219.85,215.91,11323476,2444803717.85,60859,1412650,12.48,9,2018,197.2344557553874,0.03751769702689933,Slight or No change
